time,gFx,gFy,gFz,TgF
92.292140277,0.1475,1.0105,0.0179,1.021
92.296837569,0.1490,0.9807,0.0203,0.992
92.297005069,0.1456,0.9533,0.0267,0.965
92.301888923,0.1402,0.9460,0.0369,0.957
92.302100225,0.1397,0.9592,0.0428,0.970
92.30744184,0.1505,0.9739,0.0496,0.987
92.307647204,0.1514,0.9743,0.0540,0.988
92.311629444,0.1534,0.9670,0.0609,0.981
92.311961319,0.1510,0.9494,0.0662,0.964
92.317067361,0.1461,0.9440,0.0711,0.958
92.317247204,0.1427,0.9513,0.0770,0.965
92.317365694,0.1358,0.9651,0.0921,0.979
92.321505694,0.1422,0.9826,0.0926,0.997
92.32722835,0.1529,0.9812,0.0980,0.998
92.32740684,0.1334,0.9914,0.0985,1.005
92.332202308,0.1143,1.0022,0.1019,1.014
92.33242835,0.0948,1.0046,0.1038,1.014
92.33700559,0.0919,1.0017,0.1088,1.012
92.337206579,0.0904,1.0115,0.1112,1.022
92.34222684,0.0894,1.0246,0.1038,1.034
92.342480069,0.0753,1.0354,0.0931,1.042
92.348360381,0.0694,1.0495,0.0941,1.056
92.348711006,0.0709,1.0544,0.0853,1.060
92.349020746,0.0782,1.0525,0.0794,1.058
92.352537517,0.0826,1.0481,0.0726,1.054
92.358087777,0.0821,1.0442,0.0648,1.049
92.358528402,0.0855,1.0442,0.0565,1.049
92.361355069,0.0787,1.0427,0.0438,1.047
92.361680798,0.0821,1.0456,0.0408,1.050
92.367084808,0.0811,1.0452,0.0345,1.049
92.367453142,0.0806,1.0378,0.0262,1.041
92.372591527,0.0806,1.0383,0.0203,1.042
92.372950121,0.0816,1.0408,0.0106,1.044
92.379596579,0.0821,1.0442,0.0106,1.047
92.379931111,0.0816,1.0452,0.0018,1.048
92.389454392,0.0831,1.0437,-0.0007,1.047
92.389678767,0.0845,1.0427,-0.0002,1.046
92.3898396,0.0875,1.0393,-0.0022,1.043
92.3899996,0.0865,1.0354,-0.0027,1.039
92.392077986,0.0836,1.0325,-0.0046,1.036
92.392274079,0.0865,1.0276,-0.0027,1.031
92.398073715,0.0831,1.0266,-0.0032,1.030
92.398317517,0.0782,1.0242,-0.0042,1.027
92.403468715,0.0797,1.0178,-0.0012,1.021
92.403873871,0.0782,1.0154,-0.0178,1.019
92.408274548,0.0772,1.0046,-0.0540,1.009
92.408619392,0.0777,1.0041,-0.0613,1.009
92.41369934,0.0889,1.0061,-0.0242,1.010
92.413892152,0.0987,1.0046,0.0154,1.010
92.416744288,0.1046,1.0017,0.0374,1.008
92.41707684,0.1036,1.0100,0.0506,1.017
92.42187559,0.0982,1.0149,0.0555,1.021
92.422001006,0.0948,1.0237,0.0672,1.030
92.427853194,0.0909,1.0256,0.0706,1.032
92.428027933,0.0880,1.0237,0.0789,1.030
92.434603558,0.0875,1.0173,0.0819,1.024
92.43488835,0.0850,1.0198,0.0941,1.028
92.437648715,0.0943,1.0159,0.0980,1.025
92.439544652,0.0953,1.0163,0.0975,1.025
92.443431788,0.1031,1.0193,0.0999,1.029
92.443614652,0.1075,1.0237,0.1058,1.035
92.447365277,0.1085,1.0271,0.1117,1.039
92.447559131,0.1080,1.0344,0.1043,1.045
92.451677048,0.1036,1.0349,0.1014,1.045
92.451798611,0.0992,1.0398,0.1019,1.049
92.461257725,0.0914,1.0437,0.0970,1.052
92.461436267,0.0743,1.0549,0.0936,1.062
92.462008767,0.0606,1.0687,0.0926,1.074
92.462522308,0.0483,1.0955,0.0950,1.101
92.462699131,0.0396,1.1365,0.0872,1.141
92.466765746,0.0371,1.1439,0.0814,1.147
92.474891527,0.0293,1.1331,0.0711,1.136
92.47517809,0.0117,1.1175,0.0565,1.119
92.478863038,-0.0010,1.1185,0.0482,1.119
92.479056527,-0.0034,1.1351,0.0394,1.136
92.483000798,-0.0156,1.1507,0.0198,1.151
92.48313434,-0.0020,1.1429,0.0106,1.143
92.486892152,0.0181,1.1150,0.0101,1.115
92.487047621,0.0293,1.1014,0.0189,1.102
92.491863871,0.0439,1.0677,0.0252,1.069
92.491992256,0.0606,1.0427,0.0340,1.045
92.496829965,0.0841,1.0295,0.0345,1.034
92.496996736,0.1119,1.0207,0.0447,1.028
92.503371683,0.1353,1.0075,0.0467,1.018
92.503546371,0.1554,0.9905,0.0477,1.004
92.509825902,0.1725,0.9631,0.0364,0.979
92.510677256,0.1828,0.9416,0.0350,0.960
92.513824392,0.1915,0.9206,0.0281,0.941
92.514628611,0.2023,0.9020,0.0281,0.925
92.519596267,0.2052,0.8966,0.0291,0.920
92.520146892,0.2140,0.9001,0.0296,0.926
92.523531475,0.2204,0.9015,0.0320,0.929
92.523732621,0.2282,0.9035,0.0360,0.933
92.528256996,0.2340,0.9049,0.0394,0.936
92.528451996,0.2375,0.9069,0.0452,0.939
92.53402809,0.2296,0.9098,0.0467,0.940
92.534326892,0.2218,0.9147,0.0506,0.943
92.534782465,0.1857,0.9528,0.0677,0.973
92.537206735,0.1818,0.9367,0.0443,0.955
92.543404131,0.2038,0.9289,0.0438,0.952
92.543654288,0.2038,0.9303,0.0462,0.954
92.547969652,0.2042,0.9333,0.0482,0.957
92.548231215,0.1915,0.9381,0.0501,0.959
92.553432308,0.1818,0.9450,0.0447,0.963
92.553716215,0.1745,0.9533,0.0472,0.970
92.557992621,0.1642,0.9636,0.0477,0.979
92.558303975,0.1529,0.9739,0.0540,0.987
92.564289183,0.1412,0.9792,0.0628,0.991
92.564606163,0.1324,0.9885,0.0696,1.000
92.568364444,0.1226,0.9944,0.0760,1.005
92.568727673,0.1143,1.0056,0.0823,1.015
92.575689808,0.1051,1.0168,0.0853,1.026
92.575933715,0.0924,1.0276,0.0887,1.036
92.580319652,0.0826,1.0368,0.0916,1.044
92.580538298,0.0718,1.0456,0.0931,1.052
92.583466735,0.0200,1.0500,0.0408,1.051
92.583675433,0.0239,1.0500,0.0311,1.051
92.588351371,0.0273,1.0535,0.0320,1.054
92.588521215,0.0142,1.0950,0.0535,1.096
92.593156006,0.0020,1.1194,0.0711,1.122
92.593372256,0.0068,1.1253,0.0867,1.129
92.59783986,0.0195,1.1258,0.1146,1.132
92.597990017,0.0298,1.1233,0.1386,1.132
92.603601996,0.0117,1.1072,0.1420,1.116
92.6037896,0.0523,1.1141,0.1601,1.127
92.608323871,0.0665,1.1014,0.1644,1.116
92.608508506,0.0743,1.0857,0.1566,1.099
92.616662517,0.0914,1.0682,0.1635,1.084
92.617153194,0.1109,1.0481,0.1747,1.068
92.619794079,0.1290,1.0359,0.1923,1.061
92.62016986,0.1344,1.0290,0.1918,1.055
92.620450433,0.1339,1.0222,0.1898,1.048
92.623570069,0.1314,1.0193,0.1840,1.044
92.629301579,0.1285,1.0105,0.1757,1.034
92.629554548,0.1324,1.0061,0.1718,1.029
92.636798506,0.1275,0.9885,0.1610,1.010
92.637422517,0.1256,0.9734,0.1581,0.994
92.63807085,0.1290,0.9695,0.1654,0.992
92.638997569,0.1192,0.9841,0.1659,1.005
92.643807308,0.1261,1.0154,0.1679,1.037
92.643957881,0.1378,1.0325,0.1718,1.056
92.644071579,0.1436,1.0193,0.1679,1.043
92.648447725,0.1358,0.9997,0.1703,1.023
92.653051996,0.1177,0.9953,0.1649,1.016
92.653231788,0.1104,1.0080,0.1571,1.026
92.65878934,0.1129,1.0163,0.1571,1.035
92.658979079,0.1251,1.0202,0.1483,1.039
92.664773454,0.1270,1.0110,0.1430,1.029
92.664930121,0.1285,0.9831,0.1376,1.001
92.669023558,0.1300,0.9665,0.1298,0.984
92.669199079,0.1275,0.9568,0.1244,0.973
92.674141892,0.1348,0.9626,0.1239,0.980
92.674378402,0.1431,0.9743,0.1244,0.993
92.674771527,0.1514,0.9822,0.1239,1.001
92.67753335,0.1603,0.9748,0.1210,0.995
92.683583975,0.1676,0.9739,0.1112,0.994
92.683798715,0.1603,0.9641,0.1078,0.983
92.691707204,0.1558,0.9577,0.1054,0.976
92.691878715,0.1563,0.9523,0.1004,0.970
92.693605173,0.1544,0.9504,0.0931,0.967
92.693773194,0.1578,0.9587,0.0926,0.976
92.698736006,0.1573,0.9699,0.0814,0.986
92.69922861,0.1598,0.9802,0.0726,0.996
92.704475433,0.1554,0.9846,0.0672,0.999
92.70467835,0.1466,0.9905,0.0545,1.003
92.71007236,0.1427,0.9934,0.0457,1.005
92.71052309,0.1363,0.9968,0.0447,1.007
92.715867256,0.1226,0.9978,0.0394,1.006
92.716345069,0.1104,1.0027,0.0360,1.009
92.721300485,0.1011,1.0144,0.0374,1.020
92.721614808,0.0982,1.0276,0.0355,1.033
92.721889444,0.0860,1.0373,0.0345,1.041
92.724239808,0.0801,1.0452,0.0360,1.049
92.729656527,0.0762,1.0569,0.0364,1.060
92.729980329,0.0723,1.0701,0.0311,1.073
92.734226215,0.0733,1.0760,0.0257,1.079
92.734722308,0.0694,1.0760,0.0228,1.078
92.741036631,0.0640,1.0818,0.0169,1.084
92.741386944,0.0616,1.0813,0.0076,1.083
92.744971683,0.0626,1.0809,0.0037,1.083
92.745306319,0.0650,1.0711,-0.0071,1.073
92.750198923,0.0665,1.0638,-0.0139,1.066
92.750700277,0.0640,1.0691,-0.0105,1.071
92.755229444,0.0689,1.0677,-0.0154,1.070
92.755585537,0.0792,1.0618,-0.0232,1.065
92.755879392,0.0919,1.0549,-0.0173,1.059
92.762941058,0.1046,1.0476,-0.0178,1.053
92.763737881,0.1163,1.0471,-0.0159,1.054
92.763934548,0.1280,1.0461,-0.0193,1.054
92.768949652,0.1290,1.0471,-0.0203,1.055
92.769206892,0.1348,1.0452,-0.0198,1.054
92.775286996,0.1397,1.0339,-0.0090,1.043
92.775525069,0.1417,1.0281,0.0042,1.038
92.775732569,0.1475,1.0193,0.0277,1.030
92.778880069,0.1514,1.0041,0.0399,1.016
92.784730381,0.1529,0.9949,0.0535,1.008
92.784996475,0.1598,0.9885,0.0706,1.004
92.791280537,0.1618,0.9787,0.0716,0.995
92.791516058,0.1705,0.9714,0.0804,0.990
92.794330381,0.1749,0.9709,0.0892,0.991
92.794656162,0.1789,0.9616,0.0965,0.983
92.799514756,0.1832,0.9474,0.1019,0.970
92.799659183,0.1837,0.9372,0.1073,0.961
92.804613819,0.1803,0.9333,0.1141,0.957
92.804763819,0.1798,0.9460,0.1229,0.971
92.80884059,0.1808,0.9719,0.1312,0.997
92.808996162,0.1832,0.9660,0.1366,0.993
92.814582569,0.1710,0.9479,0.1474,0.974
92.81617309,0.1558,0.9294,0.1532,0.955
92.820451735,0.1373,0.9372,0.1620,0.961
92.820620746,0.1314,0.9538,0.1713,0.978
92.825820902,0.1319,0.9748,0.1781,1.000
92.825991058,0.1309,0.9826,0.1820,1.008
92.828667465,0.1300,0.9841,0.1830,1.009
92.82882611,0.1236,0.9807,0.1835,1.005
92.833721579,0.1104,0.9782,0.1859,1.002
92.83389434,0.0987,0.9841,0.1850,1.006
92.839066579,0.0860,0.9997,0.1830,1.020
92.839843506,0.0836,1.0168,0.1801,1.036
92.844731162,0.0797,1.0344,0.1757,1.052
92.844954756,0.0797,1.0466,0.1703,1.063
92.845297465,0.0728,1.0530,0.1674,1.069
92.848975902,0.0679,1.0593,0.1571,1.073
92.855117152,0.0655,1.0564,0.1488,1.069
92.855330642,0.0606,1.0603,0.1464,1.072
92.855507465,0.0582,1.0598,0.1781,1.076
92.859530225,0.0513,1.0638,0.1864,1.081
92.865326058,0.0533,1.0672,0.1649,1.081
92.865623402,0.0596,1.0701,0.1400,1.081
92.869486423,0.0684,1.0677,0.1161,1.076
92.869766527,0.0831,1.0608,0.1014,1.069
92.875704496,0.0919,1.0510,0.0946,1.059
92.875888923,0.1007,1.0471,0.0828,1.055
92.879928194,0.1060,1.0388,0.0711,1.047
92.880099912,0.1099,1.0276,0.0584,1.035
92.880239079,0.1109,1.0232,0.0496,1.030
92.88720611,0.1055,1.0139,0.0379,1.020
92.891668246,0.1065,1.0066,0.0306,1.013
92.892222517,0.1090,0.9949,0.0296,1.001
92.894260798,0.1055,0.9929,0.0277,0.999
92.89447585,0.1016,0.9880,0.0213,0.993
92.899962985,0.1046,0.9841,0.0252,0.990
92.900116892,0.1011,0.9861,0.0262,0.992
92.900235537,0.0992,0.9846,0.0320,0.990
92.903659131,0.0982,0.9851,0.0428,0.991
92.909589235,0.1007,0.9802,0.0550,0.987
92.909707881,0.1007,0.9807,0.0667,0.988
92.914696006,0.1011,0.9822,0.0814,0.991
92.914867412,0.1051,0.9866,0.1024,0.997
92.919555069,0.1021,1.0022,0.1176,1.014
92.919764131,0.1055,1.0217,0.1234,1.035
92.924592725,0.1094,1.0422,0.1254,1.055
92.924740069,0.1124,1.0373,0.1249,1.051
92.930294392,0.1090,1.0154,0.1229,1.029
92.930523506,0.0963,1.0046,0.1190,1.016
92.935825017,0.0933,1.0193,0.1102,1.029
92.935965381,0.1036,1.0638,0.1058,1.074
92.936263975,0.1168,1.0672,0.0882,1.077
92.941040069,0.1104,1.0325,0.0740,1.041
92.945008454,0.0953,1.0095,0.0648,1.016
92.945220069,0.0836,1.0325,0.0574,1.037
92.951219131,0.0811,1.0569,0.0545,1.061
92.951434756,0.0899,1.0677,0.0443,1.072
92.95511585,0.0914,1.0491,0.0413,1.054
92.955327048,0.0821,1.0222,0.0408,1.026
92.961174183,0.0743,1.0237,0.0428,1.027
92.961438454,0.0650,1.0495,0.0423,1.052
92.963015798,0.0679,1.0701,0.0482,1.073
92.967153089,0.0772,1.0765,0.0550,1.081
92.969779079,0.0787,1.0618,0.0570,1.066
92.970024756,0.0787,1.0505,0.0633,1.055
92.975440173,0.0767,1.0383,0.0745,1.044
92.975688194,0.0704,1.0378,0.0794,1.043
92.980087881,0.0787,1.0520,0.0882,1.059
92.98020361,0.0875,1.0623,0.0960,1.070
92.986044131,0.1002,1.0603,0.0970,1.069
92.986215589,0.1026,1.0544,0.0985,1.064
92.986349652,0.1041,1.0403,0.0999,1.050
92.990011735,0.1041,1.0222,0.0985,1.032
92.995711944,0.1016,1.0193,0.0994,1.029
92.995896423,0.1002,1.0139,0.1054,1.024
93.001178142,0.1070,1.0178,0.1004,1.028
93.001387464,0.1129,1.0183,0.0994,1.029
93.00671611,0.1217,1.0183,0.1019,1.031
93.006978142,0.1265,1.0168,0.0975,1.029
93.010164027,0.1319,1.0134,0.1004,1.027
93.010509339,0.1334,1.0041,0.1004,1.018
93.017450485,0.1300,0.9992,0.0980,1.012
93.017794339,0.1295,0.9924,0.0955,1.005
93.019652048,0.1256,0.9900,0.0970,1.003
93.019901579,0.1261,0.9914,0.0887,1.003
93.025363558,0.1212,0.9934,0.0902,1.005
93.025616839,0.1226,0.9983,0.0814,1.009
93.030908767,0.1192,0.9919,0.0819,1.002
93.031209027,0.1177,0.9929,0.0760,1.003
93.035869548,0.1173,0.9929,0.0672,1.002
93.036185798,0.1129,0.9968,0.0643,1.005
93.041387152,0.1104,1.0012,0.0609,1.009
93.041740329,0.1109,1.0002,0.0570,1.008
93.047840798,0.1070,0.9944,0.0526,1.001
93.048582725,0.1075,0.9997,0.0530,1.007
93.051627829,0.1114,1.0007,0.0462,1.008
93.052806944,0.1046,1.0119,0.0418,1.018
93.053716839,0.1011,1.0105,0.0428,1.016
93.057465694,0.1036,1.0090,0.0418,1.015
93.060516319,0.1031,1.0178,0.0413,1.024
93.061006579,0.1036,1.0159,0.0389,1.022
93.065628246,0.1036,1.0168,0.0413,1.023
93.066044808,0.1026,1.0212,0.0428,1.027
93.070820642,0.0982,1.0198,0.0394,1.025
93.071228871,0.0982,1.0193,0.0399,1.025
93.077794339,0.0987,1.0217,0.0384,1.027
93.078390225,0.0982,1.0163,0.0438,1.022
93.0790046,0.1011,1.0202,0.0394,1.026
93.079419339,0.1031,1.0202,0.0364,1.026
93.085608714,0.1026,1.0242,0.0403,1.030
93.085782985,0.1055,1.0173,0.0428,1.024
93.091492517,0.1090,1.0198,0.0428,1.026
93.091755433,0.1134,1.0207,0.0438,1.028
93.095916944,0.1134,1.0217,0.0447,1.029
93.096143246,0.1085,1.0285,0.0428,1.035
93.102086735,0.1080,1.0373,0.0399,1.044
93.102574652,0.1060,1.0408,0.0335,1.047
93.107638871,0.1007,1.0432,0.0291,1.048
93.107967725,0.1002,1.0491,0.0228,1.054
93.111503975,0.0948,1.0481,0.0223,1.053
93.11180585,0.0972,1.0515,0.0145,1.056
93.117129912,0.0933,1.0535,0.0140,1.058
93.117439652,0.0909,1.0500,0.0164,1.054
93.121671631,0.0919,1.0505,0.0130,1.055
93.1220321,0.0958,1.0456,0.0106,1.050
93.127872517,0.0845,1.0368,0.0052,1.040
93.128181267,0.0899,1.0349,0.0042,1.039
93.128552985,0.1060,1.0339,0.0145,1.039
93.131601006,0.1256,1.0251,0.0228,1.033
93.137575433,0.1319,1.0276,0.0237,1.036
93.137871214,0.1363,1.0237,0.0223,1.033
93.143116892,0.1348,1.0237,0.0174,1.033
93.144001319,0.1334,1.0202,0.0145,1.029
93.147052204,0.1319,1.0212,0.0150,1.030
93.147767412,0.1329,1.0193,0.0135,1.028
93.152526267,0.1339,1.0129,0.0150,1.022
93.153012256,0.1309,1.0090,0.0120,1.018
93.157961006,0.1295,1.0100,0.0125,1.018
93.158159496,0.1285,1.0095,0.0154,1.018
93.161637412,0.1309,1.0080,0.0154,1.017
93.161852777,0.1280,1.0085,0.0169,1.017
93.167333506,0.1290,1.0046,0.0174,1.013
93.167857256,0.1309,1.0022,0.0194,1.011
93.171971527,0.1300,1.0061,0.0247,1.015
93.172445381,0.1314,1.0012,0.0316,1.010
93.172903975,0.1319,1.0022,0.0325,1.011
93.181349756,0.1304,1.0022,0.0399,1.011
93.181644235,0.1319,1.0002,0.0433,1.010
93.181839079,0.1280,0.9988,0.0482,1.008
93.185355121,0.1275,1.0022,0.0501,1.011
93.185538923,0.1261,0.9988,0.0570,1.008
93.191586683,0.1236,0.9929,0.0609,1.002
93.191775746,0.1270,0.9924,0.0657,1.003
93.197839496,0.1275,0.9914,0.0745,1.002
93.198030589,0.1280,0.9890,0.0799,1.000
93.204084183,0.1275,0.9866,0.0848,0.998
93.204358402,0.1280,0.9875,0.0965,1.000
93.206949912,0.1270,0.9875,0.1038,1.001
93.207288506,0.1256,0.9919,0.1098,1.006
93.212026787,0.1309,0.9890,0.1205,1.005
93.212349808,0.1270,0.9914,0.1176,1.006
93.216575173,0.1324,0.9866,0.1176,1.002
93.216918662,0.1290,0.9866,0.1205,1.002
93.222766371,0.1358,0.9870,0.1171,1.003
93.223095069,0.1348,0.9909,0.1190,1.007
93.223395433,0.1348,0.9885,0.1098,1.004
93.227746058,0.1383,0.9895,0.1073,1.005
93.23316986,0.1353,0.9851,0.1068,1.000
93.23351585,0.1348,0.9875,0.1014,1.002
93.236654964,0.1334,0.9841,0.0960,0.998
93.236976683,0.1251,0.9905,0.0941,1.003
93.243775694,0.1187,0.9914,0.0867,1.002
93.244313506,0.1153,1.0032,0.0784,1.013
93.244789027,0.1075,1.0017,0.0696,1.010
93.248480173,0.1007,1.0095,0.0696,1.017
93.252356787,0.0958,1.0159,0.0653,1.022
93.252810537,0.0894,1.0159,0.0589,1.021
93.256968766,0.0855,1.0227,0.0540,1.028
93.257626058,0.0811,1.0256,0.0516,1.030
93.261734652,0.0801,1.0246,0.0506,1.029
93.261941735,0.0758,1.0285,0.0467,1.032
93.26727861,0.0777,1.0237,0.0452,1.028
93.267486527,0.0767,1.0237,0.0477,1.028
93.282346787,0.0728,1.0251,0.0540,1.029
93.282933662,0.0743,1.0227,0.0565,1.027
93.283315746,0.0704,1.0134,0.0477,1.017
93.28366835,0.0748,1.0105,0.0501,1.014
93.283990589,0.0870,1.0154,0.0599,1.021
93.284357308,0.0948,1.0183,0.0609,1.025
93.286965694,0.0953,1.0251,0.0623,1.031
93.28737486,0.0933,1.0310,0.0535,1.037
93.293194339,0.0963,1.0310,0.0535,1.037
93.293367152,0.0953,1.0354,0.0521,1.041
93.297247881,0.0982,1.0378,0.0530,1.044
93.297434339,0.0943,1.0354,0.0530,1.041
93.3021096,0.0899,1.0320,0.0501,1.037
93.302350589,0.0924,1.0354,0.0506,1.041
93.311075433,0.0875,1.0315,0.0579,1.037
93.311417256,0.0865,1.0339,0.0613,1.039
93.311717933,0.0826,1.0266,0.0609,1.032
93.311955381,0.0821,1.0329,0.0550,1.038
93.317294496,0.0816,1.0310,0.0579,1.036
93.317558871,0.0806,1.0290,0.0530,1.034
93.323685173,0.0875,1.0334,0.0574,1.039
93.324424548,0.0948,1.0359,0.0540,1.042
93.324843037,0.0987,1.0398,0.0516,1.046
93.328069652,0.0928,1.0486,0.0447,1.054
93.336008037,0.0875,1.0564,0.0423,1.061
93.336254912,0.0762,1.0628,0.0399,1.066
93.336489287,0.0694,1.0657,0.0364,1.069
93.336684235,0.0611,1.0716,0.0340,1.074
93.348041683,0.0577,1.0672,0.0394,1.069
93.34818236,0.0503,1.0701,0.0462,1.072
93.348293819,0.0459,1.0765,0.0399,1.078
93.348400329,0.0435,1.0726,0.0233,1.074
93.351620589,0.0548,1.0662,0.0052,1.068
93.351766319,0.0596,1.0598,0.0037,1.061
93.358563871,0.0679,1.0559,-0.0032,1.058
93.358735225,0.0758,1.0618,-0.0056,1.065
93.358841475,0.0787,1.0598,-0.0051,1.063
93.36051986,0.0909,1.0578,-0.0105,1.062
93.366723089,0.0963,1.0520,-0.0056,1.056
93.366862204,0.0933,1.0466,-0.0061,1.051
93.384272204,0.0948,1.0442,-0.0022,1.048
93.384404287,0.0870,1.0408,0.0018,1.044
93.384509548,0.0826,1.0285,0.0023,1.032
93.38460361,0.0850,1.0261,0.0052,1.030
93.384944287,0.0855,1.0271,0.0101,1.031
93.385089704,0.0855,1.0300,0.0184,1.034
93.389010016,0.0889,1.0222,0.0179,1.026
93.389174808,0.0968,1.0105,0.0223,1.015
93.393599235,0.1026,1.0075,0.0198,1.013
93.393731371,0.1119,1.0163,0.0218,1.023
93.393845641,0.1251,1.0276,0.0208,1.035
93.399263558,0.1353,1.0290,0.0213,1.038
93.401070381,0.1348,1.0041,0.0228,1.013
93.401219496,0.1217,0.9753,0.0194,0.983
93.406145173,0.1085,0.9748,0.0159,0.981
93.406269496,0.1026,1.0061,0.0179,1.011
93.411832881,0.1124,1.0242,0.0184,1.030
93.411990798,0.1177,1.0149,0.0125,1.022
93.417573871,0.1124,0.9944,0.0130,1.001
93.41773236,0.1016,0.9802,0.0140,0.986
93.422746579,0.0914,0.9900,0.0150,0.994
93.422911371,0.0928,1.0115,0.0125,1.016
93.428204027,0.0992,1.0364,0.0125,1.041
93.4284396,0.1085,1.0373,0.0145,1.043
93.431735173,0.1129,1.0276,0.0159,1.034
93.431945746,0.1060,1.0168,0.0154,1.022
93.437489287,0.0968,1.0115,0.0125,1.016
93.437695121,0.0889,1.0168,0.0223,1.021
93.442162985,0.0894,1.0281,0.0223,1.032
93.442317464,0.0953,1.0393,0.0208,1.044
93.448489548,0.1007,1.0442,0.0237,1.049
93.448837204,0.1036,1.0378,0.0198,1.043
93.452717621,0.1036,1.0305,0.0203,1.036
93.452974391,0.0992,1.0198,0.0237,1.025
93.453171631,0.0924,1.0149,0.0281,1.019
93.457718558,0.0938,1.0159,0.0281,1.021
93.463238714,0.0992,1.0173,0.0286,1.023
93.463628454,0.0992,1.0193,0.0277,1.024
93.468561423,0.1031,1.0242,0.0291,1.030
93.468900746,0.1080,1.0281,0.0316,1.034
93.475954183,0.1143,1.0251,0.0291,1.032
93.476136371,0.1148,1.0251,0.0296,1.032
93.478382673,0.1217,1.0178,0.0228,1.025
93.47872236,0.1202,1.0119,0.0237,1.019
93.485207048,0.1231,1.0027,0.0262,1.011
93.485327568,0.1207,1.0012,0.0272,1.009
93.485446579,0.1153,0.9963,0.0233,1.003
93.486560016,0.1124,0.9870,0.0086,0.993
93.492223402,0.1173,0.9846,-0.0027,0.992
93.49233835,0.1212,0.9792,-0.0002,0.987
93.497277308,0.1251,0.9763,-0.0051,0.984
93.497436683,0.1295,0.9782,0.0027,0.987
93.50416835,0.1348,0.9734,0.0110,0.983
93.504498402,0.1383,0.9768,0.0154,0.987
93.507671579,0.1383,0.9743,0.0242,0.984
93.50781585,0.1353,0.9812,0.0355,0.991
93.513112933,0.1339,0.9900,0.0433,1.000
93.513276579,0.1358,0.9968,0.0565,1.008
93.518090381,0.1329,0.9890,0.0662,1.000
93.518498141,0.1231,0.9709,0.0726,0.981
93.524783558,0.1129,0.9597,0.0794,0.970
93.525124183,0.1021,0.9709,0.0916,0.981
93.528342777,0.1046,1.0032,0.1024,1.014
93.528665798,0.1143,1.0261,0.1190,1.039
93.533103402,0.1182,0.9880,0.1273,1.003
93.533445329,0.1041,0.9464,0.1386,0.962
93.539126371,0.0928,0.9807,0.1532,0.997
93.539493714,0.0982,1.0300,0.1586,1.047
93.53975736,0.1060,1.0364,0.1610,1.054
93.543198818,0.1046,0.9973,0.1640,1.016
93.551000798,0.0904,0.9826,0.1625,1.000
93.551266162,0.0787,1.0095,0.1557,1.024
93.553389131,0.0821,1.0447,0.1483,1.058
93.55358236,0.0924,1.0544,0.1327,1.067
93.561252464,0.0909,1.0378,0.1156,1.048
93.561469339,0.0860,1.0173,0.1068,1.027
93.56339236,0.0748,1.0310,0.0833,1.037
93.563567777,0.0806,1.0588,0.0687,1.064
93.568288871,0.0836,1.0765,0.0511,1.081
93.568436058,0.0875,1.0755,0.0340,1.080
93.572747412,0.0884,1.0408,0.0135,1.045
93.572920225,0.0762,1.0183,-0.0017,1.021
93.578502516,0.0748,1.0198,-0.0125,1.023
93.578846162,0.0772,1.0300,-0.0227,1.033
93.584914235,0.0850,1.0461,-0.0305,1.050
93.585091683,0.0953,1.0569,-0.0388,1.062
93.589431162,0.1031,1.0481,-0.0515,1.054
93.589564704,0.0972,1.0422,-0.0549,1.048
93.589654183,0.0972,1.0305,-0.0696,1.037
93.592658193,0.0884,1.0222,-0.0671,1.028
93.599910433,0.0816,1.0198,-0.0745,1.026
93.600176527,0.0811,1.0217,-0.0701,1.027
93.603526266,0.0855,1.0246,-0.0725,1.031
93.603792256,0.0933,1.0271,-0.0671,1.033
93.608016318,0.1055,1.0217,-0.0642,1.029
93.608282725,0.1090,1.0134,-0.0588,1.021
93.61404486,0.1099,1.0032,-0.0544,1.011
93.614364079,0.1163,0.9973,-0.0515,1.005
93.61480085,0.1134,0.9909,-0.0471,0.999
93.618311839,0.1168,0.9812,-0.0437,0.989
93.62508887,0.1187,0.9778,-0.0369,0.986
93.625464183,0.1187,0.9763,-0.0339,0.984
93.628007464,0.1197,0.9773,-0.0305,0.985
93.628330225,0.1231,0.9768,-0.0281,0.985
93.633877204,0.1300,0.9782,-0.0227,0.987
93.634199704,0.1329,0.9763,-0.0173,0.985
93.641476839,0.1348,0.9758,-0.0134,0.985
93.641949756,0.1402,0.9743,-0.0115,0.984
93.644856579,0.1378,0.9699,-0.0066,0.980
93.645167725,0.1402,0.9773,-0.0007,0.987
93.650022881,0.1446,0.9709,0.0032,0.982
93.651022412,0.1500,0.9778,0.0032,0.989
93.653742308,0.1500,0.9724,0.0057,0.984
93.65469012,0.1505,0.9724,0.0062,0.984
93.658979287,0.1500,0.9743,0.0067,0.986
93.659471006,0.1519,0.9763,0.0067,0.988
93.665150016,0.1549,0.9719,0.0018,0.984
93.66567611,0.1554,0.9685,0.0003,0.981
93.669231214,0.1696,0.9543,-0.0022,0.969
93.669759495,0.1823,0.9508,-0.0012,0.968
93.678584027,0.1662,0.9597,-0.0110,0.974
93.678771943,0.1549,0.9631,-0.0198,0.976
93.678958245,0.1451,0.9670,-0.0227,0.978
93.679127464,0.1412,0.9734,-0.0286,0.984
93.679280329,0.1422,0.9734,-0.0295,0.984
93.693024808,0.1397,0.9763,-0.0369,0.987
93.693280016,0.1339,0.9826,-0.0388,0.992
